RaceId,PoolLength,RaceEventName,AthleteGenderName,Lap1_15mElapsedTime,Jump Height (Flight Time) [cm],Peak Power / BM [W/kg]
01bf297d-0399-4ee3-b9cd-a2cb43d4436e,50,50 m Backstroke,Women,7.42,32.680,
01fe5503-4ce4-46b1-bb9b-b9cc6ec8322f,25,50 m Backstroke,Women,7.44,32.480,
02581930-cfcc-42cc-b993-1d3ad584ec09,50,50 m Backstroke,Women,7.46,32.280,
02db15d1-00ac-4fb3-a923-4f728bc17617,50,50 m Backstroke,Women,7.49,32.080,
03329426-32c0-4d56-a512-ca3e36cdd4e6,25,50 m Backstroke,Women,7.51,31.880,
03a0c92b-eed1-430f-849c-a42b630955cf,50,50 m Backstroke,Women,7.55,31.680,
03fcef8e-f096-4a08-b933-544bf8533494,50,50 m Backstroke,Women,7.60,31.480,
044ddc34-8f3e-4e2a-bff1-a971e130c694,50,50 m Backstroke,Women,7.61,31.280,
04a4b244-472f-4dc1-85d3-db8d05bbdef1,50,50 m Backstroke,Women,7.62,31.080,
053ba793-6da3-4d73-a22d-f2f517f06bec,50,50 m Backstroke,Women,7.67,30.880,
06437aab-1389-4a30-874c-dd05e17aeb07,50,50 m Backstroke,Women,7.70,30.680,
06dc060f-f5ed-4e46-b06f-65c9754c2234,50,50 m Backstroke,Women,7.72,30.480,
0744c709-af64-46a9-9436-e4e06be09e57,50,50 m Backstroke,Women,7.74,30.280,
0787890d-cb73-4d76-b6c4-28c6cc3540f1,50,50 m Backstroke,Women,7.74,30.080,
07dd2635-d520-418d-9cba-4960ce0be3e2,25,50 m Backstroke,Women,7.80,29.880,
084b9068-b1fc-41a7-a292-4fb3d4229d30,50,50 m Backstroke,Women,7.81,29.680,
09a5d7ec-6efc-4b67-bd5d-15d9c2787c8b,50,50 m Backstroke,Women,7.81,30.280,
09c4f808-1410-4f28-95bd-23342eb61524,25,50 m Backstroke,Women,7.82,29.280,
09f0dcc7-d15a-4db8-b9b8-b4fa0db6d45d,50,50 m Backstroke,Women,7.84,29.080,
0b3e748e-6800-4702-b149-b27517764b7d,50,50 m Backstroke,Women,7.86,28.880,
0c233ca3-9ad3-49c8-8c24-7ea8173bc66a,50,50 m Backstroke,Women,7.90,28.680,
0c553ecf-8bf1-4c32-9415-45ef45a03f25,25,50 m Backstroke,Women,7.92,28.480,
0d62b94e-bfbb-471e-a9f8-49265661fdc7,50,50 m Backstroke,Women,7.92,28.280,
0da54fa3-6825-47c7-b486-62d4bce71bd9,50,50 m Backstroke,Women,7.93,28.080,
0dff3d98-4a0a-4e3a-94e6-e784b91c3e3f,25,50 m Backstroke,Women,7.94,27.880,
0e30067b-a888-4285-8637-4869f48d238c,50,50 m Backstroke,Women,7.96,28.880,
0e4b760b-300e-488e-9e00-8aacd397af74,25,50 m Backstroke,Women,7.98,27.480,
0f194634-6f39-433e-8077-cb6813578ae7,25,50 m Backstroke,Women,8.02,27.280,
1003acbb-05f7-4959-ac51-86603e20c78b,25,50 m Backstroke,Women,8.10,27.080,
10f3f2f7-5251-4f6e-beae-b1e53c690115,50,50 m Backstroke,Women,8.12,26.880,
02589b91-a1bb-462d-aa79-d28d99369763,50,50 m Breaststroke,Men,6.28,59.994,
03ae9890-d3ac-49c7-9b01-7c5726ca8c3d,50,50 m Breaststroke,Men,6.34,59.744,
03fff2be-1b4b-4d44-83fb-5126140cfce6,50,50 m Breaststroke,Men,6.48,59.494,
047ec22c-8816-4e75-b527-15132f1e18bd,50,50 m Breaststroke,Men,6.5,59.244,
04a7a46d-6906-4236-a76f-45e126e4da98,50,50 m Breaststroke,Men,6.5,58.994,
054b4f64-0282-478c-8ff5-82f24c3cd9f4,25,50 m Breaststroke,Men,6.56,58.744,
0625d863-75d3-4ed6-b0b4-41f7968a44d7,50,50 m Breaststroke,Men,6.58,58.494,
06707c42-6477-4161-8de2-05c5e712810a,50,50 m Breaststroke,Men,6.58,58.244,
06e2855f-8d18-49df-81ef-dacc6ebe36ed,50,50 m Breaststroke,Men,6.6,57.994,
07dfe716-3e70-48fb-b2fc-e7b885466696,50,50 m Breaststroke,Men,6.62,57.744,
09297d3e-fb21-40d1-b99d-8b3fcaefd4b4,50,50 m Breaststroke,Men,6.62,57.494,
09aacbe1-7624-47ed-9ed2-8e24f9a65171,25,50 m Breaststroke,Men,6.62,57.244,
0a1a0756-c062-4bbf-91a1-ef5b8379f3e4,25,50 m Breaststroke,Men,6.64,56.994,
0b40059d-2c0d-457e-a38d-1dd7e10ff593,25,50 m Breaststroke,Men,6.64,56.744,
0c2fc480-f961-42d1-8f3f-9523ad88f970,50,50 m Breaststroke,Men,6.66,56.494,
0ca74865-0679-4163-84f3-cf3c9f893a9e,50,50 m Breaststroke,Men,6.68,56.244,
0d279255-b33a-4131-b36c-e120564a15e6,50,50 m Breaststroke,Men,6.72,55.994,
0d6331c5-825f-48e3-be36-ac45037a8807,50,50 m Breaststroke,Men,6.72,55.744,
0da61b0e-8f65-46f5-8988-bd1872cf7a8d,50,50 m Breaststroke,Men,6.74,56.744,
0deaf256-9724-44a8-8e2c-859a47511cf5,50,50 m Breaststroke,Men,6.76,55.244,
0e00933e-e959-48ee-b2ed-7d46d24b507e,50,50 m Breaststroke,Men,6.76,57.744,
0e32efe8-355d-4557-9441-fc2cfa091e14,50,50 m Breaststroke,Men,6.78,54.744,
0e6ab365-6664-4dd8-a24e-290d715737ad,50,50 m Breaststroke,Men,6.82,54.494,
0f202188-f2f7-494f-a19f-a7d0f2a13f73,50,50 m Breaststroke,Men,6.87,54.244,
0f892daa-8cdb-4019-9673-895270266e60,50,50 m Breaststroke,Men,6.88,53.994,
0fe77d28-396c-43a3-b352-15a3ea1fd791,50,50 m Breaststroke,Men,6.94,53.744,
10041911-b4db-4102-8825-6af8e6bd026b,50,50 m Breaststroke,Men,6.96,53.494,
003223f3-ae33-4dba-8fc9-365f7356ac4f,25,50 m Breaststroke,Women,6.88,48.522,
00c56931-1e8d-438e-a2e1-86573d83878a,50,50 m Breaststroke,Women,6.92,48.352,
01274122-97af-4c02-92aa-d61c567051d8,50,50 m Breaststroke,Women,6.96,44.782,
0173de2d-acea-4308-af7c-1df4e8f6228d,50,50 m Breaststroke,Women,6.98,48.012,
01ec30f3-e0e9-4361-b54c-75b09cf08f22,50,50 m Breaststroke,Women,7.10,47.842,
02159af2-fb83-46c4-af68-e3556ee16961,25,50 m Breaststroke,Women,7.12,47.672,
028de734-7c33-4a33-87c2-b72c06f90b25,50,50 m Breaststroke,Women,7.22,47.502,
02e21ff2-311d-4dfd-ad4a-f4c9174c64cd,50,50 m Breaststroke,Women,7.28,47.332,
03449f25-8d46-4999-bd73-b2bd28ca78ef,50,50 m Breaststroke,Women,7.38,47.162,
044edd3b-04b9-42db-b6c2-2ea4bf0c1987,50,50 m Breaststroke,Women,7.40,46.992,
04f60fbb-4a40-4a1e-a17f-47ba6f9860f5,25,50 m Breaststroke,Women,7.54,46.822,
05be0969-db8d-47b8-bd0a-21a5bcc4c236,50,50 m Breaststroke,Women,7.62,46.652,
074cbde5-4772-4dd5-844c-65b9c8846037,50,50 m Breaststroke,Women,7.70,46.482,
07919602-df01-4612-91f8-e7dc421ed064,50,50 m Breaststroke,Women,7.74,46.312,
0862c3b3-0fb4-4daa-bb05-e17377a4bbe1,50,50 m Breaststroke,Women,7.74,46.142,
096758e7-180c-463a-948c-ceff49e3598e,50,50 m Breaststroke,Women,7.85,45.972,
09c6ca14-9c03-4e65-8682-f86d4019fd07,50,50 m Breaststroke,Women,7.85,45.802,
0a7cf1d8-e7b1-4856-8009-31b3f2133c53,50,50 m Breaststroke,Women,7.86,45.632,
0af749c0-6377-467e-bfe8-c225ef228d48,50,50 m Breaststroke,Women,7.92,45.462,
0bbe97ad-e60b-4401-a5e8-d57e453c9447,50,50 m Breaststroke,Women,7.92,46.142,
0d43d0b8-1e33-4282-a253-13697c5ad0b4,50,50 m Breaststroke,Women,7.94,45.122,
0ef568e7-a33d-45b6-9cd4-5b0b26309037,50,50 m Breaststroke,Women,8.04,44.952,
10ca0350-c8e2-4596-b8e0-586afa2ef65a,50,50 m Breaststroke,Women,8.16,44.782,
0066b686-e4f1-414e-b79d-31bbbf61ef55,50,50 m Butterfly,Men,5.42,45.405,
00c5aabf-1033-4493-84ee-76085f2311ff,50,50 m Butterfly,Men,5.54,45.105,
013209f2-1238-4c89-be32-7eac8d94dd38,50,50 m Butterfly,Men,5.58,44.805,
01edaa3f-5985-4a80-ab94-a7f7d05e716d,50,50 m Butterfly,Men,5.6,44.505,
0216ca30-7562-4da2-b252-ccacf78b7c25,50,50 m Butterfly,Men,5.62,44.205,
02b0bd02-7076-4c36-aeba-dd1ac995c8df,50,50 m Butterfly,Men,5.68,43.905,
032736d1-4455-41fc-ba58-37a1c021d57c,50,50 m Butterfly,Men,5.7,43.605,
03bba7cd-307d-47cc-a056-c887c3debe5a,50,50 m Butterfly,Men,5.72,43.305,
0464e3fc-33aa-4b14-a337-8ade903cfade,50,50 m Butterfly,Men,5.76,43.005,
04c4b193-c922-43d5-8828-f6423bee1242,25,50 m Butterfly,Men,5.77,42.705,
06c2df16-f24c-4908-b6f7-da8263427820,50,50 m Butterfly,Men,5.78,42.405,
07669f89-1f44-449f-af46-f2ca5983e2c9,50,50 m Butterfly,Men,5.78,42.105,
07a58777-2589-4ab8-8f4a-f20aa2af4fee,25,50 m Butterfly,Men,5.8,41.805,
07e84a43-2bce-4b08-a5d1-b1495c9daf6c,50,50 m Butterfly,Men,5.82,41.505,
0882dc97-ec0f-47b1-9dbc-1560e1d3500a,25,50 m Butterfly,Men,5.84,41.205,
093e8b35-d4eb-490b-bd81-e1815e4d680a,50,50 m Butterfly,Men,5.86,40.905,
09d4d8d5-4732-47f4-8e3a-deb639f0dace,50,50 m Butterfly,Men,5.9,40.605,
0b0a6952-0dcb-4011-9844-485d19b889a3,50,50 m Butterfly,Men,5.92,40.305,
0cf54859-1eda-4479-9f2e-4f4ef5583238,50,50 m Butterfly,Men,5.94,40.005,
0df3699d-9104-4e36-a799-8a849f80e223,50,50 m Butterfly,Men,5.98,39.705,
0e066004-f369-49a8-a42d-e4dff1626155,50,50 m Butterfly,Men,6,39.405,
0e977e64-d9e4-401a-8153-a15c70abc373,50,50 m Butterfly,Men,6.02,39.105,
0ef66f58-7b58-4848-953c-87292a769bc7,50,50 m Butterfly,Men,6.14,38.805,
0f959c37-ba97-4635-b092-5a23ae1516df,50,50 m Butterfly,Men,6.16,38.505,
0181a6f2-31cd-4bf5-995e-d9c7265a89d2,25,50 m Butterfly,Women,6.38,43.992,
0258e66b-86a4-478b-bc32-16159d0c6812,50,50 m Butterfly,Women,6.4,43.762,
0344c074-3c8e-4464-a7ab-25d22f7c1ac1,25,50 m Butterfly,Women,6.42,43.532,
04095ef7-7df0-4804-8637-4028d5faae1c,50,50 m Butterfly,Women,6.44,43.302,
04876438-d5c3-4a4c-b9ba-e8c113d4e28f,50,50 m Butterfly,Women,6.48,43.072,
04fb8389-8b00-45a1-a154-690076adfc4f,50,50 m Butterfly,Women,6.5,42.842,
055f0fe3-a0d0-4c9b-a022-c460902a004e,50,50 m Butterfly,Women,6.54,42.612,
05df3c40-4014-4a34-b51a-0b7e3f5c3a49,50,50 m Butterfly,Women,6.56,42.382,
0630e9f5-b36e-4d63-8262-d42eb840a2bc,50,50 m Butterfly,Women,6.56,42.152,
06f59580-29bb-4add-afcc-c5fd0eb13887,50,50 m Butterfly,Women,6.58,41.922,
0980070c-6530-44d0-9c41-d8d8d3807b5b,50,50 m Butterfly,Women,6.58,41.692,
09bac1eb-63fe-4867-9fca-1e1c6386c86f,50,50 m Butterfly,Women,6.62,41.462,
0a38d665-2c9a-42a4-9ae4-01d9e6f4f169,50,50 m Butterfly,Women,6.64,41.232,
0a991e62-4508-4590-a37f-2bd07ccf6475,50,50 m Butterfly,Women,6.66,41.002,
0b71437d-5a6e-4bbe-8b49-83020c231ee5,50,50 m Butterfly,Women,6.66,40.772,
0beab338-4305-4fde-ac43-acaaa036c849,50,50 m Butterfly,Women,6.7,40.542,
0c490f0b-1380-49cc-92e9-d0ebe730cade,50,50 m Butterfly,Women,6.7,40.312,
0d297dd7-9fc0-41f1-b1a3-927381ec15fc,50,50 m Butterfly,Women,6.7,40.082,
0d5f0856-68e6-4cac-92c3-2abeb2747328,50,50 m Butterfly,Women,6.78,39.852,
0d756839-afaf-4c5c-bc2f-1e47a9e3a08b,50,50 m Butterfly,Women,6.82,39.622,
0dc1e7a4-fdfd-435e-bd67-ed2df36637a6,50,50 m Butterfly,Women,6.84,39.392,
0e33837e-3745-40a0-9470-926ef0b912d0,25,50 m Butterfly,Women,6.86,39.162,
0f21ecb2-27f6-43ab-9282-67c1adb4293b,50,50 m Butterfly,Women,6.9,38.932,
0feb5556-ad16-427c-abef-d07f0681926e,50,50 m Butterfly,Women,6.98,38.702,
10309241-2cb9-4bb3-8af6-9921392f2037,25,50 m Butterfly,Women,7.08,38.472,
10e3cd5a-024f-446a-b472-54776b07ce7f,50,50 m Butterfly,Women,7.14,38.242,
00721f02-0a18-4031-bdc8-bdad872a41b2,50,50 m Freestyle,Men,5.18,55.244,
014a3e66-b7dc-4c3e-a9ae-d9208385fc13,50,50 m Freestyle,Men,5.22,55.012,
01bbb69c-b85f-4e7f-aa52-de3167d10dee,50,50 m Freestyle,Men,5.22,54.780,
01f7425e-0146-4e26-9eb4-203e39dfee97,50,50 m Freestyle,Men,5.26,54.548,
023f6dd7-d96e-4cf1-ae54-3f25d900c025,25,50 m Freestyle,Men,5.34,54.316,
02d54fc0-56a0-414b-a6be-72199edd358a,50,50 m Freestyle,Men,5.48,54.084,
037ebde8-c0a1-4ed5-8c26-40c4bba3ff71,50,50 m Freestyle,Men,5.52,53.852,
043a4cb3-8d4d-439d-bbd5-f6e9aca8ac81,50,50 m Freestyle,Men,5.52,53.620,
04977dc5-9288-4a82-8ace-438f04720013,25,50 m Freestyle,Men,5.54,53.388,
050d20a4-76ac-461a-ad8d-2b5c3afe28e7,50,50 m Freestyle,Men,5.56,53.156,
05a132ea-74a0-4e83-ac97-d2ca397237e0,50,50 m Freestyle,Men,5.56,52.924,
06363399-2973-4872-9919-d8ad10eefe60,50,50 m Freestyle,Men,5.58,52.692,
06d78e8b-7cc3-4567-ad16-3abee3f5ee26,50,50 m Freestyle,Men,5.60,52.460,
073ff983-757d-4e63-9261-8dbb0a04a92a,50,50 m Freestyle,Men,5.60,52.228,
077a764c-a530-46ec-bed5-9636004fc4a0,50,50 m Freestyle,Men,5.60,51.996,
07ac8b4b-2d86-45d7-ad7b-46b32debef50,50,50 m Freestyle,Men,5.20,51.764,
0985a38f-80b8-40d1-9145-06576f735e79,50,50 m Freestyle,Men,5.66,51.532,
09bffefd-fa14-4596-bb72-d42bff91c76c,50,50 m Freestyle,Men,5.68,51.300,
09e3b85f-c497-4eb6-ba2e-64034d09b9c0,25,50 m Freestyle,Men,5.78,51.068,
0a543db1-51ec-4f6e-b334-8a50fde5ed1c,50,50 m Freestyle,Men,5.78,50.836,
0b2baf65-d467-410b-8be1-5190e7ae6b2d,50,50 m Freestyle,Men,5.80,50.604,
0b859548-ff5f-4ec3-a1ad-54e9176601ed,50,50 m Freestyle,Men,5.82,50.372,
0c1c2457-5191-4440-b105-de881cb26bd4,50,50 m Freestyle,Men,5.82,50.140,
0c4ea335-efc2-476c-a7f3-41e336702909,50,50 m Freestyle,Men,5.84,49.908,
0d336e71-16f3-4d74-8511-c37a93cbdcd0,50,50 m Freestyle,Men,5.86,49.676,
0d60c338-68c9-4fb6-8e43-3097982612d5,50,50 m Freestyle,Men,5.90,49.444,
0da01d60-6f24-40ae-9b12-3c1e222491e7,50,50 m Freestyle,Men,5.90,49.212,
0e1dfc2a-a574-4467-9fbc-806f9bebcc45,50,50 m Freestyle,Men,5.92,48.980,
0e3fd851-110e-4973-9a98-ac3d8a269733,25,50 m Freestyle,Men,5.92,48.748,
10ac08c0-510c-4ad5-9873-9e634e883d03,50,50 m Freestyle,Men,5.94,48.516,
10f1977f-f668-48ad-8da0-9e9a5697f54c,50,50 m Freestyle,Men,5.94,48.284,
00efb105-91d1-4e7b-a383-16b7d93d4227,50,50 m Freestyle,Women,6.44,44.126,
0284942e-dc5e-444b-9012-d2524cd4d20b,50,50 m Freestyle,Women,6.5,43.724,
032b15b9-dba3-4955-9581-5305f1534c1a,50,50 m Freestyle,Women,6.54,43.322,
03e3f848-3be6-49e6-b935-447847ef7a9f,50,50 m Freestyle,Women,6.54,42.920,
046545d4-a73a-4115-b684-6432b8b7b086,50,50 m Freestyle,Women,6.56,42.518,
04cec2d3-a21f-479a-bce2-1c03dafc7180,25,50 m Freestyle,Women,6.58,42.116,
05e85417-662f-41a2-b89b-1346cc159196,50,50 m Freestyle,Women,6.6,41.714,
0838c246-1384-4114-b29f-afab5bff0b89,50,50 m Freestyle,Women,6.62,41.312,
089844aa-fec7-4084-9a2d-c342661c12dc,50,50 m Freestyle,Women,6.66,40.910,
094c4526-2efb-484b-87a5-5105c6df72da,50,50 m Freestyle,Women,6.68,40.508,
0abbe5bc-b65a-43ec-ad66-16b0dc531d1e,50,50 m Freestyle,Women,6.68,40.106,
0d0110e6-1866-430a-9935-4c2b8c1a6a33,50,50 m Freestyle,Women,6.7,39.704,
0dd0b3c6-8109-485b-bbf8-cfebc00462a2,50,50 m Freestyle,Women,6.74,39.302,
0dfd331a-f43d-439f-b2e1-8ca5e4be7951,50,50 m Freestyle,Women,6.8,38.900,
0ea8a4b7-18ba-446e-b717-8a427ebe4945,50,50 m Freestyle,Women,6.82,38.498,
0f0ad740-727d-4b1c-834f-5dbfe6daf2dd,50,50 m Freestyle,Women,6.84,38.096,
0f623b5d-2d5d-4613-b312-2d884979b0be,50,50 m Freestyle,Women,6.88,37.694,
0fceaac2-cf87-46d8-9f1a-01bce2d77e79,50,50 m Freestyle,Women,6.92,37.292,
0ff08570-f9e9-4102-9296-5a6ec6b8f35a,50,50 m Freestyle,Women,7.68,32.198,
e32dfd7f-a5f1-4bb1-ba22-c19756fa42b2,50,100 m Backstroke,Men ,6.18,44.548,
e8180804-3dd4-4690-942f-4f174e339108,50,100 m Backstroke,Men ,6.36,44.395,
ee69c4ce-332a-4104-b06f-2b77165387d6,50,100 m Backstroke,Men ,6.36,44.242,
f8c11f3a-5c60-406c-b09e-4bc5b26822a9,50,100 m Backstroke,Men ,6.42,44.089,
fc22803c-aa6e-432a-a7cc-b637e3ead072,50,100 m Backstroke,Men ,6.42,43.936,
fcd266d2-ed45-46a9-b647-0e837a39e043,50,100 m Backstroke,Men ,6.42,43.783,
fd6e7958-c6f6-41b1-8a3c-1b1f594d0335,50,100 m Backstroke,Men ,6.46,43.630,
01f7425e-0146-4e26-9eb4-203e39dfee97,50,100 m Backstroke,Men ,6.48,43.477,
053ba793-6da3-4d73-a22d-f2f517f06bec,50,100 m Backstroke,Men ,6.48,43.324,
07919602-df01-4612-91f8-e7dc421ed064,50,100 m Backstroke,Men ,6.48,43.171,
0bbe97ad-e60b-4401-a5e8-d57e453c9447,50,100 m Backstroke,Men ,6.5,43.018,
0d62b94e-bfbb-471e-a9f8-49265661fdc7,50,100 m Backstroke,Men ,6.54,42.865,
128a37da-bdac-4129-b462-7085bc7410cd,50,100 m Backstroke,Men ,6.54,42.712,
1b028289-c0c9-4a9f-8b0d-2ac19cb1b967,50,100 m Backstroke,Men ,6.56,42.559,
1bef3264-9ba4-4811-8156-247285e6b3d6,50,100 m Backstroke,Men ,6.56,42.406,
1c4bd205-451b-4e2c-ac28-05a8e95538a3,50,100 m Backstroke,Men ,6.58,42.253,
213aa03a-bba0-4002-b297-77e8edb3e13f,50,100 m Backstroke,Men ,6.68,42.100,
2340898c-ad47-4496-ac7a-75d06cdc7fad,25,100 m Backstroke,Men ,6.7,41.947,
271af8b6-ab72-4464-bdc3-20f856e9b04b,50,100 m Backstroke,Men ,6.7,41.794,
3319034e-f5cc-4f59-8dcc-5aff16f049ef,25,100 m Backstroke,Men ,6.78,41.641,
3a8fe3c9-e4a7-4f78-8e4b-6d5f0aac2e85,50,100 m Backstroke,Men ,6.8,41.488,
3b2c54a9-52f6-4fb2-b9f6-b95d42c9ca8c,25,100 m Backstroke,Men ,6.8,41.335,
3f8ebd2c-ad34-4ecf-a5cf-e3a72413ebeb,50,100 m Backstroke,Men ,6.8,41.182,
40151da7-2fe5-48d8-ab8c-92ed53bee1b5,50,100 m Backstroke,Men ,7.06,41.029,
405d043c-fde8-4b45-a64f-b95f57b84250,25,100 m Backstroke,Men ,7.06,40.876,
47de3458-c881-4421-9563-7b344a190c8c,50,100 m Backstroke,Men,7.36,40.723,
4c3cd24e-125d-42e0-8f96-e1703b82b934,50,100 m Backstroke,Women,7.2,36.874,
4cf8786e-33f9-4165-9aae-c645047da0a5,50,100 m Backstroke,Women,7.26,37.618,
543591ac-41c9-4dae-a891-cd3d1ffc87bf,50,100 m Backstroke,Women,7.32,37.246,
543651f6-d5f3-4edf-87ac-a62fb79bfc9d,50,100 m Backstroke,Women,7.34,36.874,
5c7e622e-5329-4df2-b237-e6aa2b7db6cd,50,100 m Backstroke,Women,7.38,36.502,
65606d9c-dd2d-4d57-81b5-0240c5e05927,50,100 m Backstroke,Women,7.42,36.130,
751497b2-ced7-42ac-93c4-b47429ef3d58,50,100 m Backstroke,Women,7.52,35.758,
7680f20a-09cf-4ab8-a01f-8114c7854791,50,100 m Backstroke,Women,7.52,36.130,
77eeb5c3-f5d3-4bcc-92c2-8c0c34f4956c,25,100 m Backstroke,Women,7.52,35.014,
7a492794-107d-4956-866c-c104c75e9b8d,50,100 m Backstroke,Women,7.58,34.642,
7db99d25-c3b8-4e8b-bce8-a7cb4143dbf8,50,100 m Backstroke,Women,7.64,34.270,
7de8da04-790e-40f8-a4b5-35daee1ed431,25,100 m Backstroke,Women,7.7,33.898,
7f0e75a2-3523-4513-808c-96097f1917b8,50,100 m Backstroke,Women,7.7,33.526,
84b2e3c9-b771-49eb-b048-1ef6e917d106,50,100 m Backstroke,Women,7.78,30.178,
84d3bbd3-ce0d-4b36-855b-a36c91e5ea97,50,100 m Backstroke,Women,7.86,32.782,
9718f63d-a61f-40f2-9725-54c587b930f0,25,100 m Backstroke,Women,7.9,32.410,
a8d123c2-8bca-47a8-bddf-22577c318eb4,50,100 m Backstroke,Women,7.92,35.758,
ade8a096-410a-4e94-9c43-b83303e692fb,50,100 m Backstroke,Women,7.98,31.666,
b1949e35-5929-4716-aa11-1a8b8687b8be,25,100 m Backstroke,Women,7.98,31.294,
b70d6a17-44f3-4fa7-9f6c-760b4b99e406,50,100 m Backstroke,Women,8,30.922,
c1abd989-5f21-4449-81e1-56be8d534ef6,25,100 m Backstroke,Women,8.02,30.550,
d2450bd3-92d7-4459-9c56-be9e7071bc58,25,100 m Backstroke,Women,8.06,30.178,
d744980e-fbc8-4f5d-9c3d-1d4c7fc8f647,25,100 m Backstroke,Women,8.06,29.806,
d80385c5-6218-4b6d-88d1-793c89db396d,50,100 m Backstroke,Women,8.14,29.434,
d80624a3-f634-4a6e-bbba-219904f8d2d7,50,100 m Breaststroke,Women,7.5,49.552,
d97d972d-c23b-4945-9d28-7ee0badb9b2c,50,100 m Breaststroke,Women,7.52,49.314,
dac04eb4-527e-4f87-86fb-da65074b8fe4,50,100 m Breaststroke,Women,7.52,49.552,
e4ed3ef3-213c-4a55-9148-c4c38e97e2bb,50,100 m Breaststroke,Women,7.54,48.838,
eac9f2f5-372b-4061-bee7-bbc926546bbf,50,100 m Breaststroke,Women,7.58,48.600,
ebb8df62-e972-4494-9d3d-5531a435f6c3,25,100 m Breaststroke,Women,7.6,48.362,
f6a2de90-1977-4774-b627-843c8b1b5786,50,100 m Breaststroke,Women,7.6,48.124,
fb2ec11c-14bb-429b-9424-777802414e9a,50,100 m Breaststroke,Women,7.64,47.886,
fc20f94e-47da-43de-b2d6-6dff1a4907af,50,100 m Breaststroke,Women,7.64,47.648,
02589b91-a1bb-462d-aa79-d28d99369763,50,100 m Breaststroke,Women,7.68,47.410,
03449f25-8d46-4999-bd73-b2bd28ca78ef,50,100 m Breaststroke,Women,7.68,47.172,
09e3b85f-c497-4eb6-ba2e-64034d09b9c0,25,100 m Breaststroke,Women,7.68,46.934,
0b0a6952-0dcb-4011-9844-485d19b889a3,25,100 m Breaststroke,Women,7.72,46.696,
1486c310-90b1-4a49-8954-a613327ad733,25,100 m Breaststroke,Women,7.76,46.458,
168830e0-fa86-4988-8ff2-3eedab8bc545,50,100 m Breaststroke,Women,7.78,44.316,
16feb728-5a93-4737-88c3-730cb37bc6f3,50,100 m Breaststroke,Women,7.8,48.124,
192bcfb2-d0a1-4ee1-b31a-03b437244fe1,50,100 m Breaststroke,Women,7.82,45.744,
19e05ec1-6a1b-40ee-b11f-5470952107fb,50,100 m Breaststroke,Women,7.88,45.506,
1c4e22f0-a4a9-4771-bb88-2e1fbb395220,50,100 m Breaststroke,Women,7.88,45.268,
1e76e593-04b9-4e2a-bf96-6e2c1424e63b,50,100 m Breaststroke,Women,7.9,45.030,
1e78eac3-3d83-41ab-9347-1e7ef1e4fa7a,50,100 m Breaststroke,Women,7.92,45.982,
21346709-414d-4ba4-bd0b-a4d53eb13fd4,50,100 m Breaststroke,Women,7.96,44.792,
21a67653-4f93-4a35-b5ba-9fa9baf6e56b,50,100 m Breaststroke,Women,8.04,44.554,
2285cfca-807e-41a8-91b5-701782dc7bef,50,100 m Breaststroke,Men ,6.54,58.126,
22ffe4b9-60fd-4fd6-9207-64992b1d1dac,50,100 m Breaststroke,Men ,6.62,57.895,
